hcx,hcy,lcx,lcy
99.71181934084414,100.5677409991712,9.94434206921617,10.221190235059318
99.74482343243423,97.25661646414761,10.166159172033858,9.6395975129017
99.5660826317096,101.28971196675214,10.11614886845336,10.498135211959486
101.31327301359734,101.27626794360958,9.630839198827589,9.19120257950737
100.4926843904224,104.27770206801011,10.020828431951692,9.73620602373753
101.06355244080174,97.3661367549783,9.84386134142772,10.094217519556116
101.74680877075889,100.39842581836216,10.188299929343955,9.948928069597049
101.56465361740729,98.21694446437957,10.284125343792693,8.891287764964916
94.76010915556229,99.48277317950124,9.542094976827002,10.325607345833845
101.32853179922579,97.95231314676076,10.423680711674,9.19867830545459
99.82751230732744,100.26525055510866,10.05720992873046,10.291181786926261
101.27682758158488,101.87471275467303,10.32497404890315,10.087095222590072
98.7460290695608,99.20657226545856,9.765015862931993,10.099595840286069
99.49976885800523,106.83938555620136,9.590353728906754,9.140675240058705
101.53694703093939,104.55462495335867,10.25284634541963,10.301490407580605
102.85268995488433,100.76493130995924,9.28852053343051,9.480754071008773
101.90579151463315,97.39080398480428,10.01676566039363,9.951942415605238
99.36881567037265,102.80907996592025,10.290389870763283,11.19284511014044
101.23993553554627,99.47649135339235,9.719101203832984,9.301051339254796
101.90454711963164,99.58291791296574,9.964869613149702,10.249581571573806
